Date,Latitude,Longitude,NumMosquitos,WnvPresent,Tmax,Tmin,Tavg,Depart,DewPoint,Heat,Cool,Sunrise,Sunset,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
6/5/2007,41.682587,-87.707973,3,0,64,47,56,-9,48,9,0,417,1923,29.79,5.2,5,7.6
6/5/2007,41.682587,-87.707973,8,0,64,47,56,-9,48,9,0,417,1923,29.79,5.2,5,7.6
6/5/2007,41.725517,-87.614258,1,0,64,47,56,-9,48,9,0,417,1923,29.79,5.2,5,7.6
6/5/2007,41.948167,-87.730698,2,0,64,47,56,-9,48,9,0,417,1923,29.79,5.2,5,7.6
6/5/2007,41.948167,-87.730698,1,0,64,47,56,-9,48,9,0,417,1923,29.79,5.2,5,7.6
6/5/2007,41.963976,-87.69181,1,0,64,47,56,-9,48,9,0,417,1923,29.79,5.2,5,7.6
6/26/2007,41.95469,-87.800991,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.95469,-87.800991,4,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.95469,-87.800991,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.994991,-87.769279,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.994991,-87.769279,4,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.974089,-87.824812,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.9216,-87.666455,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.9216,-87.666455,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.891118,-87.654491,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.891118,-87.654491,6,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.867108,-87.654224,2,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.896282,-87.655232,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.919343,-87.694259,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.688324,-87.676709,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.688324,-87.676709,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.688324,-87.676709,2,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.731922,-87.677512,5,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.891126,-87.61156,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.891126,-87.61156,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.999129,-87.795585,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.999129,-87.795585,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,42.01743,-87.687769,2,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,42.01743,-87.687769,2,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.944869,-87.832763,2,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.944869,-87.832763,4,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,42.011601,-87.811506,2,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,42.011601,-87.811506,2,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.94983,-87.698457,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.979243,-87.750938,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.986921,-87.689778,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.986921,-87.689778,9,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.906638,-87.701431,2,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.906638,-87.701431,3,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.868077,-87.666901,10,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.868077,-87.666901,19,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.868077,-87.666901,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.662014,-87.724608,20,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.662014,-87.724608,25,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.662014,-87.724608,6,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.961743,-87.76007,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.961743,-87.76007,3,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.953067,-87.776792,4,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.878114,-87.629798,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.958271,-87.702575,6,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.932094,-87.700117,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,42.006858,-87.675919,2,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.916265,-87.800515,3,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.916265,-87.800515,6,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.682587,-87.707973,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.682587,-87.707973,4,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.963976,-87.69181,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.953705,-87.733974,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.964242,-87.757639,2,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.990284,-87.797127,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.990284,-87.797127,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,42.008314,-87.777921,2,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.991429,-87.747113,2,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.843811,-87.686763,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.921177,-87.79518,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.852652,-87.719887,5,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.852652,-87.719887,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.857402,-87.694991,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.868142,-87.696269,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.868142,-87.696269,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.846283,-87.656913,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.721474,-87.648064,2,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.869107,-87.696293,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.719059,-87.675088,3,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.719059,-87.675088,5,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/26/2007,41.966987,-87.674677,1,0,92,70,81,10,69,0,16,418,1931,30.11,6.1,22,7.1
6/29/2007,41.95469,-87.800991,2,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.974089,-87.824812,1,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.974089,-87.824812,2,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.891118,-87.654491,2,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.921965,-87.632085,3,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.688324,-87.676709,2,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.688324,-87.676709,1,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.862292,-87.64886,1,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.731922,-87.677512,1,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.999129,-87.795585,3,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,42.01743,-87.687769,2,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,42.01743,-87.687769,2,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.907645,-87.760886,1,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,42.011601,-87.811506,2,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.986921,-87.689778,2,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.986921,-87.689778,1,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.801498,-87.763416,1,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.723195,-87.64997,2,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.868077,-87.666901,1,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.868077,-87.666901,6,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.868077,-87.666901,3,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.662014,-87.724608,3,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.961743,-87.76007,1,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.953067,-87.776792,1,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.878114,-87.629798,1,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.958271,-87.702575,2,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,42.006858,-87.675919,1,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.916265,-87.800515,1,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.916265,-87.800515,5,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.682587,-87.707973,6,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.948167,-87.730698,5,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.990284,-87.797127,1,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.991429,-87.747113,1,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.857402,-87.694991,2,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.857402,-87.694991,3,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.721474,-87.648064,1,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.721474,-87.648064,1,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.923738,-87.785288,1,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.970248,-87.787992,1,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,42.010412,-87.66214,1,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.89923,-87.716788,1,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.89923,-87.716788,1,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.692555,-87.598865,1,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.692555,-87.598865,1,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.94016,-87.794896,1,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
6/29/2007,41.903002,-87.688267,1,0,70,56,63,-8,55,2,0,419,1931,30.13,7.6,2,8.3
7/2/2007,41.95469,-87.800991,3,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.95469,-87.800991,2,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.994991,-87.769279,4,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.994991,-87.769279,4,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.974089,-87.824812,3,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.9216,-87.666455,2,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.9216,-87.666455,2,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.891118,-87.654491,3,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.891118,-87.654491,16,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.867108,-87.654224,1,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.921965,-87.632085,2,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.921965,-87.632085,1,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.688324,-87.676709,2,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.688324,-87.676709,3,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.731922,-87.677512,3,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.731922,-87.677512,4,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.731922,-87.677512,3,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.891126,-87.61156,2,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.891126,-87.61156,1,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,42.01743,-87.687769,1,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.981964,-87.812827,2,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.944869,-87.832763,6,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,42.011601,-87.811506,1,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.94983,-87.698457,1,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.986921,-87.689778,1,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.986921,-87.689778,5,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.986921,-87.689778,1,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.723195,-87.64997,1,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.868077,-87.666901,2,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.868077,-87.666901,11,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.869216,-87.627561,2,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.662014,-87.724608,16,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.662014,-87.724608,12,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.662014,-87.724608,2,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.953067,-87.776792,1,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.953067,-87.776792,1,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.878114,-87.629798,1,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.958271,-87.702575,1,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.994469,-87.667736,1,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.994469,-87.667736,1,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.916265,-87.800515,5,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.916265,-87.800515,2,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.846075,-87.716277,1,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.918705,-87.752329,1,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.682587,-87.707973,28,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.682587,-87.707973,4,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
7/2/2007,41.948167,-87.730698,2,0,79,53,66,-6,50,0,1,420,1931,30.22,5.9,14,8.1
