,Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Time
1412,2007-08-02,"South Torrence Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,13.0, S TORRENCE AVE,T200,"1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,5.0,25.0,0.0,
1413,2007-08-02,"South Torrence Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,13.0, S TORRENCE AVE,T200,"1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,5.0,30.0,0.0,
1414,2007-08-02,"South Torrence Avenue, Chicago, IL, USA",CULEX PIPIENS,13.0, S TORRENCE AVE,T200,"1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,5.0,13.0,0.0,
1415,2007-08-02,"South Torrence Avenue, Chicago, IL, USA",CULEX PIPIENS,13.0, S TORRENCE AVE,T200,"1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,5.0,17.0,0.0,
1416,2007-08-02,"South Torrence Avenue, Chicago, IL, USA",CULEX TERRITANS,13.0, S TORRENCE AVE,T200,"1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,5.0,10.0,0.0,
1417,2007-08-02,"South Torrence Avenue, Chicago, IL, USA",CULEX TERRITANS,13.0, S TORRENCE AVE,T200,"1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,5.0,1.0,0.0,
1418,2007-08-02,"South Mackinaw Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,13.0, S MACKINAW,T206,"1300  S MACKINAW, Chicago, IL",41.737052,-87.543067,5.0,1.0,0.0,
1419,2007-08-02,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,13.0, S BRANDON,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5.0,33.0,0.0,
1420,2007-08-02,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX RESTUANS,13.0, S BRANDON,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5.0,1.0,0.0,
1421,2007-08-02,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS,13.0, S BRANDON,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5.0,16.0,0.0,
1422,2007-08-02,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX TERRITANS,13.0, S BRANDON,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5.0,3.0,0.0,
1423,2007-08-02,"3700 118th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,37.0, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8.0,48.0,1.0,
1424,2007-08-02,"3700 118th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,37.0, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8.0,50.0,0.0,
1425,2007-08-02,"3700 118th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,37.0, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8.0,15.0,0.0,
1426,2007-08-02,"3700 118th Street, Chicago, IL 60617, USA",CULEX RESTUANS,37.0, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8.0,1.0,0.0,
1427,2007-08-02,"3700 118th Street, Chicago, IL 60617, USA",CULEX PIPIENS,37.0, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8.0,48.0,0.0,
1428,2007-08-02,"3700 118th Street, Chicago, IL 60617, USA",CULEX PIPIENS,37.0, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8.0,50.0,0.0,
1429,2007-08-02,"3700 118th Street, Chicago, IL 60617, USA",CULEX PIPIENS,37.0, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8.0,36.0,0.0,
1430,2007-08-02,"3700 118th Street, Chicago, IL 60617, USA",CULEX PIPIENS,37.0, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8.0,50.0,0.0,
1431,2007-08-02,"3700 118th Street, Chicago, IL 60617, USA",CULEX TERRITANS,37.0, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8.0,42.0,0.0,
1432,2007-08-02,"3800 East 115th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,38.0, E 115TH ST,T215,"3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,8.0,50.0,0.0,
1433,2007-08-02,"3800 East 115th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,38.0, E 115TH ST,T215,"3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,8.0,50.0,0.0,
1434,2007-08-02,"3800 East 115th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,38.0, E 115TH ST,T215,"3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,8.0,50.0,0.0,
1435,2007-08-02,"3800 East 115th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,38.0, E 115TH ST,T215,"3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,8.0,3.0,0.0,
1436,2007-08-02,"3800 East 115th Street, Chicago, IL 60617, USA",CULEX RESTUANS,38.0, E 115TH ST,T215,"3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,8.0,1.0,0.0,
1437,2007-08-02,"3800 East 115th Street, Chicago, IL 60617, USA",CULEX TERRITANS,38.0, E 115TH ST,T215,"3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,8.0,26.0,0.0,
1438,2007-08-02,"3800 East 115th Street, Chicago, IL 60617, USA",CULEX TERRITANS,38.0, E 115TH ST,T215,"3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,8.0,28.0,0.0,
1439,2007-08-02,"East 91st Street, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,81.0, E 91ST ST,T107,"8100  E 91ST ST, Chicago, IL",41.729669,-87.582699,5.0,3.0,0.0,
1440,2007-08-02,"East 91st Street, Chicago, IL, USA",CULEX PIPIENS,81.0, E 91ST ST,T107,"8100  E 91ST ST, Chicago, IL",41.729669,-87.582699,5.0,2.0,0.0,
1441,2007-08-02,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,24.0, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8.0,46.0,0.0,
1442,2007-08-02,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24.0, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8.0,33.0,0.0,
1443,2007-08-02,"East 138th Street, Riverdale, IL 60827, USA",CULEX PIPIENS/RESTUANS,82.0, E 138TH ST,T097,"8200  E 138TH ST, Chicago, IL",41.644612,-87.604498,5.0,20.0,0.0,
1444,2007-08-02,"East 138th Street, Riverdale, IL 60827, USA",CULEX PIPIENS/RESTUANS,82.0, E 138TH ST,T097,"8200  E 138TH ST, Chicago, IL",41.644612,-87.604498,5.0,1.0,0.0,
1445,2007-08-02,"East 138th Street, Riverdale, IL 60827, USA",CULEX PIPIENS,82.0, E 138TH ST,T097,"8200  E 138TH ST, Chicago, IL",41.644612,-87.604498,5.0,6.0,0.0,
1446,2007-08-02,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,89.0, S MUSKEGON AVE,T099,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8.0,5.0,0.0,
1447,2007-08-02,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS,89.0, S MUSKEGON AVE,T099,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8.0,4.0,0.0,
1448,2007-08-02,"9800 South Avenue G, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,98.0, S AVENUE G,T100,"9800  S AVENUE G, Chicago, IL",41.717753,-87.531657,8.0,19.0,0.0,
1449,2007-08-02,"9800 South Avenue G, Chicago, IL 60617, USA",CULEX PIPIENS,98.0, S AVENUE G,T100,"9800  S AVENUE G, Chicago, IL",41.717753,-87.531657,8.0,4.0,0.0,
1450,2007-08-02,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10.0, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5.0,16.0,0.0,
1451,2007-08-02,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX RESTUANS,10.0, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5.0,1.0,0.0,
1452,2007-08-02,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS,10.0, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5.0,7.0,0.0,
1453,2007-08-02,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11.0, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5.0,28.0,0.0,
1454,2007-08-02,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11.0, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5.0,50.0,0.0,
1455,2007-08-02,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11.0, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5.0,50.0,0.0,
1456,2007-08-02,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11.0, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5.0,38.0,0.0,
1457,2007-08-02,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11.0, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5.0,50.0,0.0,
1458,2007-08-02,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11.0, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5.0,50.0,0.0,
1459,2007-08-02,"South Avenue L, Chicago, IL 60617, USA",CULEX RESTUANS,11.0, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5.0,1.0,0.0,
1460,2007-08-02,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11.0, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5.0,44.0,0.0,
1461,2007-08-02,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11.0, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5.0,26.0,0.0,
1462,2007-08-02,"South Avenue L, Chicago, IL 60617, USA",CULEX TERRITANS,11.0, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5.0,1.0,0.0,
1463,2007-08-02,"West 37th Place, Chicago, IL, USA",CULEX PIPIENS,81.0, W 37TH PL.,T157,"8100  W 37TH PL., Chicago, IL",41.825902,-87.667827,5.0,1.0,0.0,
1464,2007-08-03,"3800 East 115th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,38.0, E 115TH ST,T215,"3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,8.0,50.0,0.0,
1465,2007-08-03,"3800 East 115th Street, Chicago, IL 60617, USA",CULEX PIPIENS,38.0, E 115TH ST,T215,"3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,8.0,4.0,0.0,
1466,2007-08-03,"3800 East 115th Street, Chicago, IL 60617, USA",CULEX PIPIENS,38.0, E 115TH ST,T215,"3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,8.0,50.0,0.0,
1467,2007-08-03,"3800 East 115th Street, Chicago, IL 60617, USA",CULEX PIPIENS,38.0, E 115TH ST,T215,"3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,8.0,50.0,0.0,
1468,2007-08-03,"3800 East 115th Street, Chicago, IL 60617, USA",CULEX PIPIENS,38.0, E 115TH ST,T215,"3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,8.0,50.0,0.0,
1469,2007-08-07,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41.0, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9.0,13.0,0.0,
1470,2007-08-07,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,41.0, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9.0,2.0,0.0,
1471,2007-08-07,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,41.0, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9.0,11.0,0.0,
1472,2007-08-07,"6200 North Mandell Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,62.0, N MANDELL AVE,T007,"6200  N MANDELL AVE, Chicago, IL",41.994991,-87.769279,9.0,1.0,0.0,
1473,2007-08-07,"6200 North Mandell Avenue, Chicago, IL 60646, USA",CULEX PIPIENS,62.0, N MANDELL AVE,T007,"6200  N MANDELL AVE, Chicago, IL",41.994991,-87.769279,9.0,1.0,0.0,
1474,2007-08-07,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,79.0, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8.0,12.0,0.0,
1475,2007-08-07,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,79.0, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8.0,1.0,0.0,
1476,2007-08-07,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX PIPIENS,79.0, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8.0,26.0,1.0,
1477,2007-08-07,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,15.0, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8.0,20.0,0.0,
1478,2007-08-07,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS,15.0, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8.0,8.0,0.0,
1479,2007-08-07,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX PIPIENS/RESTUANS,25.0, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8.0,2.0,0.0,
1480,2007-08-07,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX PIPIENS,25.0, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8.0,5.0,0.0,
1481,2007-08-07,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11.0, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8.0,5.0,0.0,
1482,2007-08-07,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS,11.0, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8.0,5.0,0.0,
1483,2007-08-07,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX PIPIENS/RESTUANS,11.0, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8.0,5.0,0.0,
1484,2007-08-07,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX PIPIENS,11.0, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8.0,2.0,0.0,
1485,2007-08-07,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX PIPIENS/RESTUANS,21.0, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8.0,1.0,0.0,
1486,2007-08-07,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX PIPIENS,21.0, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8.0,1.0,0.0,
1487,2007-08-07,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,22.0, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8.0,1.0,0.0,
1488,2007-08-07,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22.0, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8.0,23.0,0.0,
1489,2007-08-07,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22.0, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8.0,39.0,0.0,
1490,2007-08-07,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22.0, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8.0,2.0,0.0,
1491,2007-08-07,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22.0, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8.0,41.0,0.0,
1492,2007-08-07,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22.0, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8.0,15.0,0.0,
1493,2007-08-07,"1100 South Peoria Street, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11.0, S PEORIA ST,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8.0,7.0,0.0,
1494,2007-08-07,"1100 South Peoria Street, Chicago, IL 60608, USA",CULEX PIPIENS,11.0, S PEORIA ST,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8.0,6.0,0.0,
1495,2007-08-07,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,17.0, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9.0,1.0,0.0,
1496,2007-08-07,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS,17.0, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9.0,5.0,0.0,
1497,2007-08-07,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22.0, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8.0,2.0,0.0,
1498,2007-08-07,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22.0, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8.0,9.0,0.0,
1499,2007-08-07,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22.0, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8.0,31.0,0.0,
1500,2007-08-07,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX SALINARIUS,22.0, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8.0,1.0,0.0,
1501,2007-08-07,"North Streeter Drive, Chicago, IL 60611, USA",CULEX PIPIENS/RESTUANS,53.0, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5.0,2.0,0.0,
1502,2007-08-07,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,65.0, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8.0,15.0,1.0,
1503,2007-08-07,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS,65.0, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8.0,29.0,1.0,
1504,2007-08-07,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX PIPIENS/RESTUANS,75.0, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,8.0,1.0,0.0,
1505,2007-08-07,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX PIPIENS,75.0, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,8.0,2.0,0.0,
1506,2007-08-07,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX PIPIENS/RESTUANS,15.0, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8.0,3.0,0.0,
1507,2007-08-07,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX PIPIENS,15.0, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8.0,4.0,0.0,
1508,2007-08-07,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX PIPIENS/RESTUANS,89.0, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8.0,9.0,0.0,
1509,2007-08-07,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX RESTUANS,89.0, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8.0,1.0,0.0,
1510,2007-08-07,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX PIPIENS,89.0, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8.0,3.0,0.0,
1511,2007-08-07,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX TERRITANS,89.0, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8.0,2.0,0.0,
1512,2007-08-07,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,91.0, W HIGGINS AVE,T009,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8.0,9.0,0.0,
1513,2007-08-07,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,91.0, W HIGGINS AVE,T009,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8.0,1.0,0.0,
1514,2007-08-07,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX PIPIENS,91.0, W HIGGINS AVE,T009,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8.0,27.0,0.0,
1515,2007-08-07,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,36.0, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8.0,28.0,1.0,
1516,2007-08-07,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,36.0, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8.0,1.0,0.0,
1517,2007-08-07,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,36.0, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8.0,43.0,1.0,
1518,2007-08-07,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,72.0, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.811506,8.0,32.0,0.0,
1519,2007-08-07,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX PIPIENS,72.0, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.811506,8.0,37.0,1.0,
1520,2007-08-07,"3800 North California Avenue, Chicago, IL 60618, USA",CULEX PIPIENS,38.0, N CALIFORNIA AVE,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.698457,9.0,1.0,0.0,
1521,2007-08-07,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,49.0, W BALMORAL AVE,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9.0,7.0,0.0,
1522,2007-08-07,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",CULEX PIPIENS,49.0, W BALMORAL AVE,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9.0,3.0,0.0,
1523,2007-08-07,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX PIPIENS/RESTUANS,58.0, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9.0,4.0,0.0,
1524,2007-08-07,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX PIPIENS,58.0, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9.0,2.0,0.0,
1525,2007-08-07,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,50.0, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9.0,1.0,0.0,
1526,2007-08-07,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS,50.0, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9.0,3.0,0.0,
1527,2007-08-07,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,14.0, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9.0,15.0,0.0,
1528,2007-08-07,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX PIPIENS,14.0, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9.0,10.0,0.0,
1529,2007-08-07,"South Vincennes Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10.0, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,5.0,2.0,0.0,
1530,2007-08-07,"South Vincennes Avenue, Chicago, IL, USA",CULEX PIPIENS,10.0, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,5.0,2.0,0.0,
1531,2007-08-07,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS/RESTUANS,11.0, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9.0,6.0,0.0,
1532,2007-08-07,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX RESTUANS,11.0, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9.0,5.0,0.0,
1533,2007-08-07,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS,11.0, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9.0,11.0,0.0,
1534,2007-08-07,"1100 South State Street, Chicago, IL 60605, USA",CULEX PIPIENS/RESTUANS,11.0, S STATE ST,T092,"1100  S STATE ST, Chicago, IL",41.869216,-87.627561,8.0,24.0,0.0,
1535,2007-08-07,"1100 South State Street, Chicago, IL 60605, USA",CULEX PIPIENS,11.0, S STATE ST,T092,"1100  S STATE ST, Chicago, IL",41.869216,-87.627561,8.0,16.0,0.0,
1536,2007-08-07,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,42.0, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8.0,2.0,0.0,
